名称	道具种类	具体类别	详细类别	动画文件名	对应物件索引	宽度	高度	说明文字	五行属性	价格	等级	是否叠放	基础属性1类型	基础属性1最小值	基础属性1最大值	基础属性2类型	基础属性2最小值	基础属性2最大值	基础属性3类型	基础属性3最小值	基础属性3最大值	基础属性4类型	基础属性4最小值	基础属性4最大值	基础属性5类型	基础属性5最小值	基础属性5最大值	基础属性6类型	基础属性6最小值	基础属性6最大值	基础属性7类型	基础属性7最小值	基础属性7最大值	需求属性1类型	需求属性1数值	需求属性2类型	需求属性2数值	需求属性3类型	需求属性3数值	需求属性4类型	需求属性4数值	需求属性5类型	需求属性5数值	需求属性6类型	需求属性6数值	魔法属性索引1(0级)	魔法属性索引1(10级)	魔法属性索引2(0级)	魔法属性索引2(10级)	魔法属性索引3(0级)	魔法属性索引3(10级)	魔法属性索引4(0级)	魔法属性索引4(10级)	魔法属性索引5(0级)	魔法属性索引5(10级)	魔法属性索引6(0级)	魔法属性索引6(10级)	所在套装	6级技能ID	10级技能ID	扩展套装	扩展套装序号	扩展套装隐藏属性1	扩展套装隐藏属性2	可熔炼属性数量	可熔炼纹钢品质	基础兵甲值	是否可升星装备	可镶嵌星辰石数量	装备突破祝福值	注灵位置数量	显示图标ID
[玄金]星霜之炼日佩	0	9	1	\spr\item\equip\waist\obj-waist36.spr	36	1	2	玄金装备，星霜级天忍矛法套装第九件	3	99999	10	0																						36	120	39	7									963	964	880	881	981	982	1023	1024	1340	1341	1305	1306	535			510	9	1686	3556	3	10	9600					
[玄金]星霜之炼日血兽扳指	0	3	0	\spr\item\equip\ring\obj-ring35.spr	37	1	1	玄金装备，星霜级天忍矛法套装第十件	4	99999	10	0																						36	120	39	7									963	964	920	921	981	982	1223	1224	1340	1341	1305	1306	535			510	10	130		3	10	9600					
[玄金]星霜之酷炎项链	0	4	1	\spr\item\equip\nick\obj-neck35.spr	36	2	1	玄金装备，星霜级天忍刀法套装第一件	1	99999	10	0																						36	120	39	7									963	964	940	941	980	981	1183	1184	1003	1004	1305	1306	536			511	1	1688	1281	3	10	9600					
[玄金]星霜之酷炎冠冕	0	7	2	\spr\item\equip\cap\obj-ma-cap83.spr	28	2	2	玄金装备，星霜级天忍刀法套装第二件	3	99999	10	0	30	360	360	31	85	85																36	120	39	7									964	965	860	861	981	982	1023	1024	1340	1341	3556	3557	536			511	2	3556	1421	3	10	9600					
[玄金]星霜之酷炎熔岩指环	0	3	0	\spr\item\equip\ring\obj-ring35.spr	37	1	1	玄金装备，星霜级天忍刀法套装第三件	4	99999	10	0																						36	120	39	7									963	964	900	901	980	981	1203	1204	1340	1341	1305	1306	536			511	3	130		3	10	9600					
[玄金]星霜之酷炎护腕	0	8	1	\Spr\item\equip\bangle\obj-bangle41.spr	34	1	2	玄金装备，星霜级天忍刀法套装第四件	0	99999	10	0	30	135	135	31	80	80																36	120	39	7									964	965	880	881	981	982	1023	1024	1340	1341	1305	1306	536			511	4	1689	1281	3	10	9600					
[玄金]星霜之酷炎腰带	0	6	0	\spr\item\equip\sash\obj-sash79.spr	33	2	1	玄金装备，星霜级天忍刀法套装第五件	2	99999	10	0	30	160	160	31	80	80																36	120	39	7									964	965	920	921	980	981	1223	1224	1340	1341	1305	1306	536			511	5	1433	1281	3	10	9600					
[玄金]星霜之酷炎甲衣	0	2	16	\spr\item\equip\armor\obj-ma-cloth83.spr	23	2	3	玄金装备，星霜级天忍刀法套装第六件	1	99999	10	0	30	720	720	31	90	90																36	120	39	7									964	965	940	941	980	981	1183	1184	2725	2725	3556	3557	536			511	6	1433	2837	3	10	9600					
[玄金]星霜之酷炎宝刀	0	0	1	\spr\item\equip\closeweapon\obj-blade35.spr	10	1	4	玄金装备，星霜级天忍刀法套装第七件	3	99999	10	0	28	40	40	29	100	100	167	-30	-30	31	99	99										36	120	39	7									2719	2719	860	861	1143	1144	1023	1024	1344	1345	3556	3557	536			511	7	1433	130	3	10	9600					
[玄金]星霜之酷炎靴	0	5	0	\spr\item\equip\boots\obj-shoes83.spr	26	2	2	玄金装备，星霜级天忍刀法套装第八件	4	99999	10	0	30	160	160	31	80	80																36	120	39	7									964	965	900	901	980	981	1203	1204	1263	1264	1305	1306	536			511	8	1433	1281	3	10	9600					
[玄金]星霜之酷炎佩	0	9	1	\spr\item\equip\waist\obj-waist36.spr	34	1	2	玄金装备，星霜级天忍刀法套装第九件	0	99999	10	0																						36	120	39	7									963	964	880	881	981	982	1023	1024	1340	1341	1305	1306	536			511	9	1690	3556	3	10	9600					
[玄金]星霜之酷炎阳炎指环	0	3	0	\spr\item\equip\ring\obj-ring35.spr	37	1	1	玄金装备，星霜级天忍刀法套装第十件	2	99999	10	0																						36	120	39	7									963	964	920	921	981	982	1223	1224	1340	1341	1305	1306	536			511	10	130		3	10	9600					
[玄金]星霜之震山符	0	4	1	\spr\item\equip\nick\obj-neck36.spr	36	2	1	玄金装备，星霜级武当拳法套装第一件	3	99999	10	0																						36	120	39	8									963	964	940	941	980	981	1183	1184	1003	1004	1305	1306	537			512	1	1692	1281	3	10	9600					
[玄金]星霜之震山冠	0	7	1	\spr\item\equip\cap\obj-ma-cap84.spr	28	2	2	玄金装备，星霜级武当拳法套装第二件	4	99999	10	0	30	360	360	31	85	85																36	120	39	8									964	965	860	861	981	982	1023	1024	1340	1341	3561	3562	537			512	2	3556	1281	3	10	9600					
[玄金]星霜之震山永生指环	0	3	0	\spr\item\equip\ring\obj-ring36.spr	37	1	1	玄金装备，星霜级武当拳法套装第三件	0	99999	10	0																						36	120	39	8									963	964	900	901	980	981	1203	1204	1340	1341	1305	1306	537			512	3	130		3	10	9600					
[玄金]星霜之震山袖	0	8	1	\Spr\item\equip\bangle\obj-bangle42.spr	34	1	2	玄金装备，星霜级武当拳法套装第四件	2	99999	10	0	30	135	135	31	80	80																36	120	39	8									964	965	880	881	981	982	1023	1024	1340	1341	1305	1306	537			512	4	1757	1281	3	10	9600					
[玄金]星霜之震山法带	0	6	1	\spr\item\equip\sash\obj-sash80.spr	33	2	1	玄金装备，星霜级武当拳法套装第五件	1	99999	10	0	30	160	160	31	80	80																36	120	39	8									964	965	920	921	980	981	1223	1224	1340	1341	1305	1306	537			512	5	1693	1281	3	10	9600					
[玄金]星霜之震山道袍	0	2	1	\spr\item\equip\armor\obj-ma-cloth84.spr	24	2	3	玄金装备，星霜级武当拳法套装第六件	3	99999	10	0	30	720	720	31	90	90																36	120	39	8									964	965	940	941	980	981	1183	1184	2725	2725	3561	3562	537			512	6	1757	2838	3	10	9600					
[玄金]星霜之震山神剑	0	0	0	\spr\item\equip\closeweapon\obj-sword34.spr	9	1	3	玄金装备，星霜级武当拳法套装第七件	4	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	120	39	8									2719	2719	860	861	1163	1164	1023	1024	1344	1345	3561	3562	537			512	7	1757	130	3	10	9600					
[玄金]星霜之震山履	0	5	0	\spr\item\equip\boots\obj-shoes84.spr	26	2	2	玄金装备，星霜级武当拳法套装第八件	0	99999	10	0	30	160	160	31	80	80																36	120	39	8									964	965	900	901	980	981	1203	1204	1263	1264	1305	1306	537			512	8	1694	3556	3	10	9600					
[玄金]星霜之震山玉佩	0	9	1	\spr\item\equip\waist\obj-waist37.spr	36	1	2	玄金装备，星霜级武当拳法套装第九件	2	99999	10	0																						36	120	39	8									963	964	880	881	981	982	1023	1024	1340	1341	1305	1306	537			512	9	1757	1422	3	10	9600					
[玄金]星霜之震山道行指环	0	3	0	\spr\item\equip\ring\obj-ring36.spr	37	1	1	玄金装备，星霜级武当拳法套装第十件	1	99999	10	0																						36	120	39	8									963	964	920	921	981	982	1223	1224	1340	1341	1305	1306	537			512	10	130		3	10	9600					
[玄金]星霜之君威符	0	4	1	\spr\item\equip\nick\obj-neck36.spr	36	2	1	玄金装备，星霜级武当剑法套装第一件	0	99999	10	0																						36	120	39	8									963	964	940	941	980	981	1183	1184	1003	1004	1305	1306	538			513	1	1696	1281	3	10	9600					
[玄金]星霜之君威冠	0	7	1	\spr\item\equip\cap\obj-ma-cap84.spr	28	2	2	玄金装备，星霜级武当剑法套装第二件	2	99999	10	0	30	360	360	31	85	85																36	120	39	8									964	965	860	861	981	982	1023	1024	1340	1341	3561	3562	538			513	2	3556	1281	3	10	9600					
[玄金]星霜之君威恒久法戒	0	3	0	\spr\item\equip\ring\obj-ring36.spr	37	1	1	玄金装备，星霜级武当剑法套装第三件	1	99999	10	0																						36	120	39	8									963	964	900	901	980	981	1203	1204	1340	1341	1305	1306	538			513	3	130		3	10	9600					
[玄金]星霜之君威袖	0	8	1	\Spr\item\equip\bangle\obj-bangle42.spr	34	1	2	玄金装备，星霜级武当剑法套装第四件	3	99999	10	0	30	135	135	31	80	80																36	120	39	8									964	965	880	881	981	982	1023	1024	1340	1341	1305	1306	538			513	4	1757	1423	3	10	9600					
[玄金]星霜之君威法带	0	6	0	\spr\item\equip\sash\obj-sash80.spr	32	2	1	玄金装备，星霜级武当剑法套装第五件	4	99999	10	0	30	160	160	31	80	80																36	120	39	8									964	965	920	921	980	981	1223	1224	1340	1341	1305	1306	538			513	5	1697	1281	3	10	9600					
[玄金]星霜之君威道袍	0	2	1	\spr\item\equip\armor\obj-ma-cloth84.spr	24	2	3	玄金装备，星霜级武当剑法套装第六件	0	99999	10	0	30	720	720	31	90	90																36	120	39	8									964	965	940	941	980	981	1183	1184	2725	2725	3561	3562	538			513	6	1757	2839	3	10	9600					
[玄金]星霜之君威神剑	0	0	0	\spr\item\equip\closeweapon\obj-sword34.spr	9	1	3	玄金装备，星霜级武当剑法套装第七件	2	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	120	39	8									2715	2715	860	861	1083	1084	1023	1024	1325	1326	3561	3562	538			513	7	1757	130	3	10	9600					
[玄金]星霜之君威履	0	5	0	\spr\item\equip\boots\obj-shoes84.spr	26	2	2	玄金装备，星霜级武当剑法套装第八件	1	99999	10	0	30	160	160	31	80	80																36	120	39	8									964	965	900	901	980	981	1203	1204	1263	1264	1305	1306	538			513	8	1757	1281	3	10	9600					
[玄金]星霜之君威玉佩	0	9	1	\spr\item\equip\waist\obj-waist37.spr	36	1	2	玄金装备，星霜级武当剑法套装第九件	3	99999	10	0																						36	120	39	8									963	964	880	881	981	982	1023	1024	1340	1341	1305	1306	538			513	9	1698	3556	3	10	9600					
[玄金]星霜之君威不灭法戒	0	3	0	\spr\item\equip\ring\obj-ring36.spr	37	1	1	玄金装备，星霜级武当剑法套装第十件	4	99999	10	0																						36	120	39	8									963	964	920	921	981	982	1223	1224	1340	1341	1305	1306	538			513	10	130		3	10	9600					
[玄金]星霜之冥雷项链	0	4	1	\spr\item\equip\nick\obj-neck36.spr	36	2	1	玄金装备，星霜级昆仑刀法套装第一件	0	99999	10	0																						36	120	39	9									963	964	940	941	980	981	1183	1184	1003	1004	1305	1306	539			514	1	1700	1281	3	10	9600					
[玄金]星霜之冥雷道冠	0	7	1	\spr\item\equip\cap\obj-ma-cap85.spr	28	2	2	玄金装备，星霜级昆仑刀法套装第二件	2	99999	10	0	30	360	360	31	85	85																36	120	39	9									964	965	860	861	981	982	1023	1024	1340	1341	3566	3567	539			514	2	3556	1281	3	10	9600					
[玄金]星霜之冥雷重阳戒	0	3	0	\spr\item\equip\ring\obj-ring36.spr	37	1	1	玄金装备，星霜级昆仑刀法套装第三件	1	99999	10	0																						36	120	39	9									963	964	900	901	980	981	1203	1204	1340	1341	1305	1306	539			514	3	130		3	10	9600					
[玄金]星霜之冥雷护腕	0	8	1	\Spr\item\equip\bangle\obj-bangle42.spr	34	1	2	玄金装备，星霜级昆仑刀法套装第四件	3	99999	10	0	30	135	135	31	80	80																36	120	39	9									964	965	880	881	981	982	1023	1024	1340	1341	1305	1306	539			514	4	1433	1424	3	10	9600					
[玄金]星霜之冥雷腰带	0	6	0	\spr\item\equip\sash\obj-sash80.spr	33	2	1	玄金装备，星霜级昆仑刀法套装第五件	4	99999	10	0	30	160	160	31	80	80																36	120	39	9									964	965	920	921	980	981	1223	1224	1340	1341	1305	1306	539			514	5	1701	1281	3	10	9600					
[玄金]星霜之冥雷道袍	0	2	1	\spr\item\equip\armor\obj-ma-cloth85.spr	24	2	3	玄金装备，星霜级昆仑刀法套装第六件	0	99999	10	0	30	720	720	31	90	90																36	120	39	9									964	965	940	941	980	981	1183	1184	2725	2725	3566	3567	539			514	6	1433	2840	3	10	9600					
[玄金]星霜之冥雷宝刀	0	0	1	\spr\item\equip\closeweapon\obj-blade36.spr	10	1	4	玄金装备，星霜级昆仑刀法套装第七件	2	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	120	39	9									2716	2716	860	861	1083	1084	1023	1024	1325	1326	3566	3567	539			514	7	1433	130	3	10	9600					
[玄金]星霜之冥雷靴	0	5	0	\spr\item\equip\boots\obj-shoes85.spr	26	2	2	玄金装备，星霜级昆仑刀法套装第八件	1	99999	10	0	30	160	160	31	80	80																36	120	39	9									964	965	900	901	980	981	1203	1204	1263	1264	1305	1306	539			514	8	1433	1281	3	10	9600					
[玄金]星霜之冥雷佩	0	9	1	\spr\item\equip\waist\obj-waist37.spr	36	1	2	玄金装备，星霜级昆仑刀法套装第九件	3	99999	10	0																						36	120	39	9									963	964	880	881	981	982	1023	1024	1340	1341	1305	1306	539			514	9	1702	3556	3	10	9600					
[玄金]星霜之冥雷乾坤戒	0	3	0	\spr\item\equip\ring\obj-ring36.spr	37	1	1	玄金装备，星霜级昆仑刀法套装第十件	4	99999	10	0																						36	120	39	9									963	964	920	921	981	982	1223	1224	1340	1341	1305	1306	539			514	10	130		3	10	9600					
[玄金]星霜之轰鸣符	0	4	1	\spr\item\equip\nick\obj-neck36.spr	36	2	1	玄金装备，星霜级昆仑剑法套装第一件	3	99999	10	0																						36	120	39	9									963	964	940	941	980	981	1183	1184	1003	1004	1305	1306	540			515	1	1704	1281	3	10	9600					
[玄金]星霜之轰鸣道冠	0	7	1	\spr\item\equip\cap\obj-ma-cap85.spr	28	2	2	玄金装备，星霜级昆仑剑法套装第二件	4	99999	10	0	30	360	360	31	85	85																36	120	39	9									964	965	860	861	981	982	1023	1024	1340	1341	3566	3567	540			515	2	3556	1281	3	10	9600					
[玄金]星霜之轰鸣灵玉指环	0	3	0	\spr\item\equip\ring\obj-ring36.spr	37	1	1	玄金装备，星霜级昆仑剑法套装第三件	0	99999	10	0																						36	120	39	9									963	964	900	901	980	981	1203	1204	1340	1341	1305	1306	540			515	3	130		3	10	9600					
[玄金]星霜之轰鸣护腕	0	8	1	\Spr\item\equip\bangle\obj-bangle42.spr	34	1	2	玄金装备，星霜级昆仑剑法套装第四件	2	99999	10	0	30	135	135	31	80	80																36	120	39	9									964	965	880	881	981	982	1023	1024	1340	1341	1305	1306	540			515	4	1433	1425	3	10	9600					
[玄金]星霜之轰鸣腰带	0	6	0	\spr\item\equip\sash\obj-sash80.spr	32	2	1	玄金装备，星霜级昆仑剑法套装第五件	1	99999	10	0	30	160	160	31	80	80																36	120	39	9									964	965	920	921	980	981	1223	1224	1340	1341	1305	1306	540			515	5	1705	1281	3	10	9600					
[玄金]星霜之轰鸣道袍	0	2	1	\spr\item\equip\armor\obj-ma-cloth85.spr	24	2	3	玄金装备，星霜级昆仑剑法套装第六件	3	99999	10	0	30	720	720	31	90	90																36	120	39	9									964	965	940	941	980	981	1183	1184	2725	2725	3566	3567	540			515	6	1433	2841	3	10	9600					
[玄金]星霜之轰鸣神剑	0	0	0	\spr\item\equip\closeweapon\obj-sword33.spr	9	1	3	玄金装备，星霜级昆仑剑法套装第七件	4	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	120	39	9									2720	2720	860	861	1163	1164	1023	1024	1344	1345	3566	3567	540			515	7	1433	130	3	10	9600					
[玄金]星霜之轰鸣靴	0	5	0	\spr\item\equip\boots\obj-shoes85.spr	26	2	2	玄金装备，星霜级昆仑剑法套装第八件	0	99999	10	0	30	160	160	31	80	80																36	120	39	9									964	965	900	901	980	981	1203	1204	1263	1264	1305	1306	540			515	8	1433	1281	3	10	9600					
[玄金]星霜之轰鸣佩	0	9	1	\spr\item\equip\waist\obj-waist37.spr	36	1	2	玄金装备，星霜级昆仑剑法套装第九件	2	99999	10	0																						36	120	39	9									963	964	880	881	981	982	1023	1024	1340	1341	1305	1306	540			515	9	1706	3556	3	10	9600					
[玄金]星霜之轰鸣羊脂指环	0	3	0	\spr\item\equip\ring\obj-ring36.spr	37	1	1	玄金装备，星霜级昆仑剑法套装第十件	1	99999	10	0																						36	120	39	9									963	964	920	921	981	982	1223	1224	1340	1341	1305	1306	540			515	10	130		3	10	9600					
[玄金]星霜之清虚项链	0	4	1	\spr\item\equip\nick\obj-neck34.spr	36	2	1	玄金装备，星霜级华山气宗套装第一件	0	99999	10	0																						36	120	39	10									963	964	940	941	980	981	1183	1184	1003	1004	1305	1306	541			516	1	3655	1281	3	10	9600					
[玄金]星霜之清虚冠	0	7	1	\spr\item\equip\cap\obj-ma-cap86.spr	28	2	2	玄金装备，星霜级华山气宗套装第二件	2	99999	10	0	30	360	360	31	85	85																36	120	39	10									964	965	860	861	981	982	1023	1024	1340	1341	3546	3547	541			516	2	3556	1281	3	10	9600					
[玄金]星霜之清虚地微指环	0	3	0	\spr\item\equip\ring\obj-ring34.spr	37	1	1	玄金装备，星霜级华山气宗套装第三件	1	99999	10	0																						36	120	39	10									963	964	900	901	980	981	1203	1204	1340	1341	1305	1306	541			516	3	130		3	10	9600					
[玄金]星霜之清虚护腕	0	8	1	\Spr\item\equip\bangle\obj-bangle40.spr	34	1	2	玄金装备，星霜级华山气宗套装第四件	3	99999	10	0	30	135	135	31	80	80																36	120	39	10									964	965	880	881	981	982	1023	1024	1340	1341	1305	1306	541			516	4	1433	3658	3	10	9600					
[玄金]星霜之清虚腰带	0	6	0	\spr\item\equip\sash\obj-sash78.spr	32	2	1	玄金装备，星霜级华山气宗套装第五件	4	99999	10	0	30	160	160	31	80	80																36	120	39	10									964	965	920	921	980	981	1223	1224	1340	1341	1305	1306	541			516	5	3656	1281	3	10	9600					
[玄金]星霜之清虚衣	0	2	1	\spr\item\equip\armor\obj-ma-cloth86.spr	24	2	3	玄金装备，星霜级华山气宗套装第六件	0	99999	10	0	30	720	720	31	90	90																36	120	39	10									964	965	940	941	980	981	1183	1184	2725	2725	3546	3547	541			516	6	1433	3911	3	10	9600					
[玄金]星霜之清虚剑	0	0	0	\spr\item\equip\closeweapon\obj-sword32.spr	9	1	3	玄金装备，星霜级华山气宗套装第七件	2	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	120	39	10									2719	2719	860	861	1123	1124	1023	1024	1344	1345	3546	3547	541			516	7	1433	130	3	10	9600					
[玄金]星霜之清虚靴	0	5	0	\spr\item\equip\boots\obj-shoes86.spr	26	2	2	玄金装备，星霜级华山气宗套装第八件	1	99999	10	0	30	160	160	31	80	80																36	120	39	10									964	965	900	901	980	981	1203	1204	1263	1264	1305	1306	541			516	8	1433	1281	3	10	9600					
[玄金]星霜之清虚香囊	0	9	1	\spr\item\equip\waist\obj-waist35.spr	36	1	2	玄金装备，星霜级华山气宗套装第九件	3	99999	10	0																						36	120	39	10									963	964	880	881	981	982	1023	1024	1340	1341	1305	1306	541			516	9	3657	3556	3	10	9600					
[玄金]星霜之清虚地辟指环	0	3	0	\spr\item\equip\ring\obj-ring34.spr	37	1	1	玄金装备，星霜级华山气宗套装第十件	4	99999	10	0																						36	120	39	10									963	964	920	921	981	982	1223	1224	1340	1341	1305	1306	541			516	10	130		3	10	9600					
[玄金]星霜之昊天项链	0	4	1	\spr\item\equip\nick\obj-neck34.spr	36	2	1	玄金装备，星霜级华山剑宗套装第一件	0	99999	10	0																						36	120	39	10									963	964	940	941	980	981	1183	1184	1003	1004	1305	1306	542			517	1	3650	1281	3	10	9600					
[玄金]星霜之昊天冠	0	7	1	\spr\item\equip\cap\obj-ma-cap86.spr	28	2	2	玄金装备，星霜级华山剑宗套装第二件	2	99999	10	0	30	360	360	31	85	85																36	120	39	10									964	965	860	861	981	982	1023	1024	1340	1341	3546	3547	542			517	2	3556	1281	3	10	9600					
[玄金]星霜之昊天地微指环	0	3	0	\spr\item\equip\ring\obj-ring34.spr	37	1	1	玄金装备，星霜级华山剑宗套装第三件	1	99999	10	0																						36	120	39	10									963	964	900	901	980	981	1203	1204	1340	1341	1305	1306	542			517	3	130		3	10	9600					
[玄金]星霜之昊天护腕	0	8	1	\Spr\item\equip\bangle\obj-bangle40.spr	34	1	2	玄金装备，星霜级华山剑宗套装第四件	3	99999	10	0	30	135	135	31	80	80																36	120	39	10									964	965	880	881	981	982	1023	1024	1340	1341	1305	1306	542			517	4	1433	3653	3	10	9600					
[玄金]星霜之昊天腰带	0	6	0	\spr\item\equip\sash\obj-sash78.spr	32	2	1	玄金装备，星霜级华山剑宗套装第五件	4	99999	10	0	30	160	160	31	80	80																36	120	39	10									964	965	920	921	980	981	1223	1224	1340	1341	1305	1306	542			517	5	3651	1281	3	10	9600					
[玄金]星霜之昊天衣	0	2	1	\spr\item\equip\armor\obj-ma-cloth86.spr	24	2	3	玄金装备，星霜级华山剑宗套装第六件	0	99999	10	0	30	720	720	31	90	90																36	120	39	10									964	965	940	941	980	981	1183	1184	2725	2725	3546	3547	542			517	6	1433	3910	3	10	9600					
[玄金]星霜之昊天剑	0	0	0	\spr\item\equip\closeweapon\obj-sword32.spr	9	1	3	玄金装备，星霜级华山剑宗套装第七件	2	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	120	39	10									2714	2714	860	861	1083	1084	1023	1024	1340	1341	3546	3547	542			517	7	1433	130	3	10	9600					
